observation_date,POLPROINDMISMEI
2016-06-01,103.259600000000006
2016-07-01,102.302300000000002
2016-08-01,103.669899999999998
2016-09-01,104.353800000000007
2016-10-01,102.165499999999994
2016-11-01,104.764099999999999
2016-12-01,106.678799999999995
2017-01-01,106.542100000000005
2017-02-01,106.405299999999997
2017-03-01,109.277400000000000
2017-04-01,107.362700000000004
2017-05-01,108.867099999999994
2017-06-01,109.961299999999994
2017-07-01,108.730300000000000
2017-08-01,112.696600000000004
2017-09-01,111.602500000000006
2017-10-01,112.833399999999997
2017-11-01,112.696600000000004
2017-12-01,114.611400000000003
2018-01-01,113.653999999999996
2018-02-01,113.927499999999995
2018-03-01,112.696600000000004
2018-04-01,114.748099999999994
2018-05-01,116.115799999999993
2018-06-01,117.483500000000006
2018-07-01,116.936400000000006
2018-08-01,118.851200000000006
2018-09-01,117.073200000000000
2018-10-01,119.124700000000004
2018-11-01,118.577600000000004
2018-12-01,118.714399999999998
2019-01-01,120.629099999999994
2019-02-01,121.039400000000001
2019-03-01,120.218800000000002
2019-04-01,122.543899999999994
2019-05-01,122.270300000000006
2019-06-01,118.440799999999996
2019-07-01,120.902699999999996
2019-08-01,120.218800000000002
2019-09-01,121.586500000000001
2019-10-01,123.774799999999999
2019-11-01,123.911600000000007
2019-12-01,121.723299999999995
2020-01-01,124.732200000000006
2020-02-01,126.236599999999996
2020-03-01,113.243700000000004
2020-04-01,91.771140000000003
2020-05-01,103.259600000000006
2020-06-01,114.064300000000003
2020-07-01,121.723299999999995
2020-08-01,122.543899999999994
2020-09-01,126.099800000000002
2020-10-01,127.057199999999995
2020-11-01,128.151399999999995
2020-12-01,129.929300000000012
2021-01-01,130.066100000000006
2021-02-01,129.929300000000012
2021-03-01,132.801500000000004
2021-04-01,133.622099999999989
2021-05-01,134.169099999999986
2021-06-01,135.673599999999993
2021-07-01,136.631000000000000
2021-08-01,136.220699999999994
2021-09-01,137.451600000000013
2021-10-01,139.639800000000008
2021-11-01,147.298800000000000
2021-12-01,147.845900000000000
2022-01-01,148.939999999999998
2022-02-01,151.128299999999996
2022-03-01,154.000499999999988
2022-04-01,152.632800000000003
2022-05-01,152.085700000000003
2022-06-01,150.307700000000011
2022-07-01,149.623899999999992
2022-08-01,150.717999999999989
2022-09-01,151.265099999999990
2022-10-01,148.803300000000007
2022-11-01,152.085700000000003
2022-12-01,151.948900000000009
2023-01-01,150.307700000000011
2023-02-01,149.897400000000005
2023-03-01,148.939999999999998
2023-04-01,147.162100000000009
2023-05-01,148.529699999999991
2023-06-01,149.487099999999998
2023-07-01,148.119400000000013
2023-08-01,149.350400000000008
2023-09-01,150.034199999999998
2023-10-01,151.128299999999996
2023-11-01,150.581299999999999
2023-12-01,150.854800000000012
2024-01-01,151.538600000000002
2024-02-01,151.538600000000002
2024-03-01,143.879600000000011
