observation_date,IRLTLT01PLM156N
2015-06-01,3.1899999999999999
2015-07-01,3.1600000000000001
2015-08-01,2.8819047620000000
2015-09-01,2.9109090910000002
2015-10-01,2.6609090909999997
2015-11-01,2.7260000000000004
2015-12-01,2.9569999999999999
2016-01-01,2.9968421049999998
2016-02-01,3.0299999999999998
2016-03-01,2.8900000000000001
2016-04-01,2.9528571430000001
2016-05-01,3.0400000000000000
2016-06-01,3.1099999999999999
2016-07-01,2.8885714289999997
2016-08-01,2.7100000000000000
2016-09-01,2.8500000000000001
2016-10-01,3.0099999999999998
2016-11-01,3.4100000000000001
2016-12-01,3.5400000000000000
2017-01-01,3.6800000000000002
2017-02-01,3.8100000000000001
2017-03-01,3.6600000000000001
2017-04-01,3.4199999999999999
2017-05-01,3.3500000000000001
2017-06-01,3.1899999999999999
2017-07-01,3.2999999999999998
2017-08-01,3.3300000000000001
2017-09-01,3.2599999999999998
2017-10-01,3.3799999999999999
2017-11-01,3.3900000000000001
2017-12-01,3.2700000000000000
2018-01-01,3.3199999999999998
2018-02-01,3.3900000000000001
2018-03-01,3.2700000000000000
2018-04-01,3.0600000000000001
2018-05-01,3.2300000000000000
2018-06-01,3.2100000000000000
2018-07-01,3.1699999999999999
2018-08-01,3.1400000000000001
2018-09-01,3.2400000000000002
2018-10-01,3.2200000000000002
2018-11-01,3.1899999999999999
2018-12-01,2.9399999999999999
2019-01-01,2.7799999999999998
2019-02-01,2.6899999999999999
2019-03-01,2.7500000000000000
2019-04-01,2.7599999999999998
2019-05-01,2.7200000000000002
2019-06-01,2.3500000000000001
2019-07-01,2.1299999999999999
2019-08-01,1.9299999999999999
2019-09-01,2.0200000000000000
2019-10-01,1.9600000000000000
2019-11-01,2.0499999999999998
2019-12-01,2.0299999999999998
2020-01-01,2.2300000000000000
2020-02-01,2.0899999999999999
2020-03-01,1.8000000000000000
2020-04-01,1.4600000000000000
2020-05-01,1.3500000000000001
2020-06-01,1.3100000000000001
2020-07-01,1.3300000000000001
2020-08-01,1.3200000000000001
2020-09-01,1.3500000000000001
2020-10-01,1.2600000000000000
2020-11-01,1.2000000000000000
2020-12-01,1.2900000000000000
2021-01-01,1.1899999999999999
2021-02-01,1.3100000000000001
2021-03-01,1.5200000000000000
2021-04-01,1.5500000000000000
2021-05-01,1.8200000000000001
2021-06-01,1.7800000000000000
2021-07-01,1.6100000000000001
2021-08-01,1.6000000000000001
2021-09-01,1.8700000000000001
2021-10-01,2.6299999999999999
2021-11-01,3.1200000000000001
2021-12-01,3.3300000000000001
2022-01-01,4.0000000000000000
2022-02-01,3.9500000000000002
2022-03-01,4.8300000000000001
2022-04-01,5.9600000000000000
2022-05-01,6.6399999999999997
2022-06-01,7.1399999999999997
2022-07-01,6.3700000000000001
2022-08-01,5.7999999999999998
2022-09-01,6.2800000000000002
2022-10-01,7.8200000000000003
2022-11-01,7.2400000000000002
2022-12-01,6.6100000000000003
2023-01-01,6.0199999999999996
2023-02-01,6.1799999999999997
2023-03-01,6.1399999999999997
2023-04-01,6.0700000000000003
2023-05-01,5.9299999999999997
2023-06-01,5.9100000000000001
2023-07-01,5.5599999999999996
2023-08-01,5.5899999999999999
2023-09-01,5.6799999999999997
2023-10-01,5.8399999999999999
2023-11-01,5.5400000000000000
2023-12-01,5.2100000000000000
2024-01-01,5.2400000000000002
2024-02-01,5.3600000000000003
2024-03-01,5.4000000000000004
